,Date,Open,High,Low,Close,Volume
4462,2023-12-11,61.11,61.11,60.59,60.68,4737231
4461,2023-12-08,59.29,60.07,58.94,59.81,3730770
4460,2023-12-07,59.64,59.64,58.51,59.29,3877491
4459,2023-12-06,59.03,59.46,59.03,59.38,1607662
4458,2023-12-05,59.64,59.81,58.94,59.03,2304277
4457,2023-12-04,59.38,60.24,59.29,59.64,3008642
4456,2023-12-01,58.94,59.38,58.68,59.29,1393194
4455,2023-11-30,59.29,59.55,58.42,58.42,2583323
4454,2023-11-29,59.38,59.64,59.12,59.29,1263921
4453,2023-11-28,59.03,59.38,58.51,59.38,1777650
4452,2023-11-27,59.2,59.29,58.86,59.03,1335046
4451,2023-11-24,59.46,59.72,58.6,59.2,3131505
4450,2023-11-23,60.5,60.59,59.55,59.55,1624542
4449,2023-11-22,60.24,60.85,59.81,60.16,1303748
4448,2023-11-21,60.16,60.5,59.72,60.24,2961268
4447,2023-11-20,59.98,60.59,59.81,60.07,1771341
4446,2023-11-17,61.54,61.63,59.98,60.68,2337926
4445,2023-11-16,61.2,61.8,60.59,60.94,2339920
4444,2023-11-15,60.68,62.24,60.68,61.28,3952659
4443,2023-11-14,59.81,60.16,59.12,59.72,3000746
4442,2023-11-13,60.42,60.68,59.46,59.55,1733685
4441,2023-11-10,61.37,61.37,60.33,60.33,2835087
4440,2023-11-09,62.06,62.5,61.28,61.28,3421983
4439,2023-11-08,61.37,61.98,60.5,61.89,2340935
4438,2023-11-07,61.11,61.37,60.5,61.37,1475825
4437,2023-11-06,60.85,61.98,60.76,61.54,1138171
4436,2023-11-03,61.46,61.46,60.5,60.68,1694064
4435,2023-11-02,61.11,61.46,60.5,61.46,2391399
4434,2023-11-01,59.81,61.11,58.86,61.02,2338586
4433,2023-10-31,58.86,60.24,58.6,58.94,2185475
4432,2023-10-30,58.86,58.94,58.16,58.6,1048393
4431,2023-10-27,58.34,58.94,57.73,58.94,1812684
4430,2023-10-26,59.38,59.46,57.12,58.08,5207092
4429,2023-10-25,60.94,61.37,59.81,59.81,2427114
4428,2023-10-24,60.85,61.37,60.76,60.94,1100884
4427,2023-10-23,62.15,62.41,60.76,60.85,2727972
4426,2023-10-20,61.8,62.84,60.85,62.67,2373599
4425,2023-10-19,63.62,63.62,61.46,61.89,3908340
4424,2023-10-18,64.84,64.84,62.76,64.06,2574510
4423,2023-10-17,65.27,65.96,64.84,64.84,1423057
4422,2023-10-16,65.1,65.7,64.75,65.18,1345442
4421,2023-10-13,65.36,66.14,65.01,65.7,1488140
4420,2023-10-12,64.58,65.79,64.58,65.44,2536450
4419,2023-10-11,64.66,64.84,64.14,64.49,1135163
4418,2023-10-10,64.4,65.01,64.14,64.49,1025137
4417,2023-10-09,64.14,64.23,63.8,63.88,832217
4416,2023-10-06,63.02,64.32,62.93,64.32,1228077
4415,2023-10-05,64.23,64.49,63.02,63.02,2574586
4414,2023-10-04,63.8,64.66,63.62,64.49,1078838
4413,2023-10-03,64.66,65.1,64.06,64.14,1995033
4412,2023-10-02,64.32,65.53,64.32,65.53,1160811
4411,2023-09-29,65.01,66.22,64.32,64.32,1404507
4410,2023-09-28,65.96,66.22,64.84,64.84,1890909
4409,2023-09-27,66.14,66.4,64.84,66.4,2274868
4408,2023-09-26,67.26,67.61,65.88,65.96,2535904
4407,2023-09-25,66.92,68.04,66.48,67.26,2757237
4406,2023-09-22,66.83,67.87,65.7,67.18,4246836
4405,2023-09-21,67.7,67.87,67.0,67.61,2539608
4404,2023-09-20,67.96,68.3,67.61,67.87,1843700
4403,2023-09-19,68.04,68.39,67.09,68.39,2573801
4402,2023-09-18,68.56,69.17,68.22,68.39,1323228
4401,2023-09-15,68.82,70.38,68.48,68.91,5618032
4400,2023-09-14,68.04,69.34,67.96,68.82,2484286
4399,2023-09-13,69.0,69.6,68.22,68.56,2508754
4398,2023-09-12,68.48,69.95,67.87,69.6,2670725
4397,2023-09-11,69.34,70.3,67.26,68.91,4237647
4396,2023-09-08,68.65,69.43,68.56,69.34,2776520
4395,2023-09-07,69.26,69.34,68.13,68.91,3529590
4394,2023-09-06,69.43,69.43,68.91,69.34,2283065
4393,2023-09-05,68.04,69.78,67.7,69.43,6845824
4392,2023-08-31,67.18,68.39,66.83,67.44,3838621
4391,2023-08-30,66.74,68.04,66.31,67.44,2662115
4390,2023-08-29,67.18,67.26,66.05,67.09,4202862
4389,2023-08-28,65.01,67.7,65.01,67.52,5471972
4388,2023-08-25,65.27,65.27,64.4,64.92,2753310
4387,2023-08-24,63.71,64.92,63.28,64.75,4422381
4386,2023-08-23,62.76,63.8,62.06,63.71,3074249
4385,2023-08-22,63.45,63.45,61.63,63.02,3077286
4384,2023-08-21,63.02,63.97,63.02,63.19,3057188
4383,2023-08-18,63.71,64.84,62.5,63.54,7109124
4382,2023-08-17,63.36,64.58,63.19,63.8,4583142
4381,2023-08-16,63.1,63.71,62.84,63.36,2085184
4380,2023-08-15,63.19,63.62,63.02,63.1,2221214
4379,2023-08-14,63.62,63.71,62.84,63.62,3068103
4378,2023-08-11,63.36,63.71,62.76,63.71,2182946
4377,2023-08-10,63.36,64.14,63.19,63.36,2734314
4376,2023-08-09,64.58,64.58,63.1,63.36,3707004
4375,2023-08-08,64.75,64.92,64.06,64.58,3433019
4374,2023-08-07,63.19,64.92,62.67,64.92,4320043
4373,2023-08-04,62.84,63.28,62.41,63.28,3167057
4372,2023-08-03,64.23,64.23,62.93,62.93,2921459
4371,2023-08-02,63.76,64.17,63.17,63.84,2680830
4370,2023-08-01,65.43,65.43,63.76,63.76,5735402
4369,2023-07-31,64.85,65.77,64.76,65.43,3366889
4368,2023-07-28,63.59,65.18,63.42,64.93,5476424
4367,2023-07-27,62.92,63.59,62.75,63.5,4180261
4366,2023-07-26,62.41,63.08,62.33,62.92,3191917
4365,2023-07-25,61.74,62.66,61.32,62.5,4249028
4364,2023-07-24,61.66,62.08,61.49,61.74,2537340
4363,2023-07-21,60.9,61.66,60.82,61.66,3343300
4362,2023-07-20,60.9,61.07,60.65,60.9,2601742
4361,2023-07-19,60.82,61.24,60.74,60.9,2946641
4360,2023-07-18,60.82,60.9,60.57,60.74,2931448
4359,2023-07-17,61.24,61.74,60.57,60.65,3924388
4358,2023-07-14,61.41,61.57,60.48,61.49,5211888
4357,2023-07-13,61.57,61.91,61.15,61.32,3785836
4356,2023-07-12,61.15,61.66,60.9,61.66,4197529
4355,2023-07-11,60.48,61.57,60.15,61.07,5705271
4354,2023-07-10,59.9,60.99,59.73,60.48,6174583
4353,2023-07-07,59.31,59.73,59.06,59.48,5782449
4352,2023-07-06,58.64,59.31,58.55,59.14,7632376
4351,2023-07-05,59.39,59.39,58.39,58.55,6661035
4350,2023-07-04,59.14,59.73,58.81,59.23,4783357
4349,2023-07-03,59.64,59.9,58.97,59.31,3187816
4348,2023-06-30,60.32,60.4,59.39,59.56,3646759
4347,2023-06-29,59.23,60.74,58.81,60.32,7702292
4346,2023-06-28,59.14,59.48,58.47,59.23,6157222
4345,2023-06-27,59.39,59.39,58.39,59.14,5982210
4344,2023-06-26,58.13,59.31,57.3,59.23,10742723
4343,2023-06-23,56.21,58.3,56.21,57.97,11963164
4342,2023-06-22,55.79,56.46,55.62,56.12,5613113
4341,2023-06-21,55.03,55.62,54.95,55.62,3492784
4340,2023-06-20,55.28,55.28,54.95,54.95,2964627
4339,2023-06-19,55.62,55.87,55.03,55.2,3284579
4338,2023-06-16,55.79,55.87,55.37,55.45,5994312
4337,2023-06-15,56.46,56.54,55.53,55.62,4689964
4336,2023-06-14,56.79,57.21,56.29,56.29,4911944
4335,2023-06-13,57.13,57.3,56.62,56.71,4946444
4334,2023-06-12,55.37,57.04,55.37,56.96,5452337
4333,2023-06-09,55.03,55.79,54.95,55.2,2081714
4332,2023-06-08,55.79,55.79,54.95,54.95,5040797
4331,2023-06-07,55.79,55.95,55.37,55.53,3720457
4330,2023-06-06,56.12,56.12,55.37,55.7,3425841
4329,2023-06-05,55.79,56.37,55.53,55.79,3326155
4328,2023-06-02,55.53,55.62,54.95,55.28,2972493
4327,2023-06-01,55.45,55.79,55.37,55.45,1217050
4326,2023-05-31,56.04,56.04,55.45,55.45,1468744
4325,2023-05-30,56.29,56.54,55.79,55.79,1772267
4324,2023-05-29,56.46,56.79,56.29,56.29,1044750
4323,2023-05-26,56.54,57.04,56.29,56.29,906227
4322,2023-05-25,55.53,56.62,55.37,56.29,1306722
4321,2023-05-24,56.29,56.54,55.45,55.62,2354186
4320,2023-05-23,57.04,57.38,56.21,56.21,2940962
4319,2023-05-22,57.63,57.88,57.21,57.21,1699621
4318,2023-05-19,58.22,58.3,57.55,57.55,1204484
4317,2023-05-18,57.88,58.72,57.46,58.05,2498777
4316,2023-05-17,58.47,58.47,57.72,57.88,1869705
4315,2023-05-16,57.88,58.47,57.88,58.47,1381060
4314,2023-05-15,58.64,58.64,57.88,57.88,1539719
4313,2023-05-12,59.06,59.06,58.3,58.39,1214899
4312,2023-05-11,59.14,59.48,58.72,58.72,447884
4311,2023-05-10,59.39,59.64,59.14,59.14,952494
4310,2023-05-09,59.39,59.56,59.14,59.31,872498
4309,2023-05-08,57.88,59.06,57.88,59.06,1228760
4308,2023-05-05,57.55,58.05,57.55,57.72,712871
4307,2023-05-04,58.72,58.72,57.38,57.55,2659616
4306,2023-04-28,58.55,58.89,58.47,58.72,1117094
4305,2023-04-27,59.56,59.56,58.3,58.3,1370570
4304,2023-04-26,58.72,59.56,58.72,59.56,942125
4303,2023-04-25,59.14,59.9,58.55,58.64,1371733
4302,2023-04-24,59.56,59.64,58.89,59.14,1135168
4301,2023-04-21,60.4,60.4,59.39,59.48,1109508
4300,2023-04-20,60.48,60.9,60.23,60.32,822994
4299,2023-04-19,61.32,61.32,60.4,60.4,817480
4298,2023-04-18,60.23,61.24,60.23,61.24,932467
4297,2023-04-17,61.07,61.15,60.15,60.15,1366872
4296,2023-04-14,61.74,61.83,61.07,61.07,1294816
4295,2023-04-13,62.33,62.41,61.66,61.66,891570
4294,2023-04-12,62.41,62.41,62.08,62.33,979996
4293,2023-04-11,62.33,62.5,62.16,62.41,783565
4292,2023-04-10,62.66,62.66,62.41,62.41,833066
4291,2023-04-07,62.41,62.66,62.33,62.66,795228
4290,2023-04-06,62.41,62.58,62.33,62.33,906247
4289,2023-04-05,62.25,62.75,62.16,62.5,964016
4288,2023-04-04,62.41,62.5,62.25,62.25,1819637
4287,2023-04-03,62.58,62.83,62.25,62.41,851274
4286,2023-03-31,62.92,63.25,62.41,62.41,1076689
4285,2023-03-30,62.66,63.25,62.58,62.92,839461
4284,2023-03-29,62.66,62.83,62.41,62.83,907785
4283,2023-03-28,62.5,63.17,62.41,62.41,1650696
4282,2023-03-27,62.92,62.92,62.33,62.58,1371841
4281,2023-03-24,62.92,63.34,62.75,62.92,932820
4280,2023-03-23,62.33,63.17,62.08,63.17,1285502
4279,2023-03-22,62.58,62.66,62.41,62.41,901008
4278,2023-03-21,62.41,63.0,62.25,62.41,1351452
4277,2023-03-20,62.92,62.92,62.16,62.33,1610450
4276,2023-03-17,64.09,64.09,62.5,62.5,2433870
4275,2023-03-16,64.59,64.68,63.67,64.09,1530353
4274,2023-03-15,64.26,64.85,64.17,64.68,1960620
4273,2023-03-14,64.01,64.51,63.42,64.26,1735682
4272,2023-03-13,64.43,64.68,64.26,64.51,1825388
4271,2023-03-10,64.17,64.76,63.84,64.51,1428506
4270,2023-03-09,63.92,64.68,63.92,64.17,1390428
4269,2023-03-08,63.08,64.17,62.92,64.17,1245092
4268,2023-03-07,63.67,63.92,63.34,63.59,1171596
4267,2023-03-06,63.76,64.26,62.92,62.92,892543
4266,2023-03-03,62.92,64.43,62.92,63.76,704604
4265,2023-03-02,64.51,64.51,63.84,64.17,1089291
4264,2023-03-01,63.0,64.59,62.92,64.51,1636044
4263,2023-02-28,63.34,63.67,63.0,63.34,1035315
4262,2023-02-27,62.66,63.67,62.08,63.08,1113616
4261,2023-02-24,63.5,63.76,62.5,62.66,1681692
4260,2023-02-23,63.34,64.51,62.41,63.5,2328809
4259,2023-02-22,64.01,64.34,63.34,63.34,1296443
4258,2023-02-21,65.01,65.1,64.34,64.76,889193
4257,2023-02-20,63.76,65.01,63.34,65.01,1386188
4256,2023-02-17,63.84,64.09,63.17,63.76,777880
4255,2023-02-16,63.76,64.17,63.42,64.17,692037
4254,2023-02-15,62.66,63.76,62.41,63.76,1444301
4253,2023-02-14,63.17,63.5,62.41,62.66,1074782
4252,2023-02-13,63.67,63.67,62.16,63.17,1570936
4251,2023-02-10,62.92,63.67,62.92,63.67,1236884
4250,2023-02-09,63.59,63.76,62.92,62.92,1594747
4249,2023-02-08,63.92,64.26,63.5,63.59,1551091
4248,2023-02-07,65.1,65.1,63.84,63.84,1275373
4247,2023-02-06,63.67,65.01,63.67,64.93,1911471
4246,2023-02-03,64.59,64.68,63.67,63.76,1857505
4245,2023-02-02,64.93,65.01,64.34,64.34,1494960
4244,2023-02-01,65.18,65.27,64.51,64.76,1811677
4243,2023-01-31,66.44,66.69,64.51,64.68,4819134
4242,2023-01-30,67.11,67.11,66.61,66.61,1614712
4241,2023-01-27,68.29,68.7,66.78,67.11,2333482
4240,2023-01-19,67.78,68.37,67.11,68.2,2628489
4239,2023-01-18,67.87,68.37,67.7,68.2,1299292
4238,2023-01-17,67.28,67.95,66.61,67.87,1672065
4237,2023-01-16,67.61,67.78,66.61,66.61,655271
4236,2023-01-13,67.28,68.03,67.19,67.61,1449667
4235,2023-01-12,67.03,67.28,66.52,67.11,685545
4234,2023-01-11,67.95,68.45,66.61,66.61,1535421
4233,2023-01-10,67.87,68.37,67.61,67.95,1196828
4232,2023-01-09,67.03,67.7,66.78,67.7,949900
4231,2023-01-06,67.95,68.12,66.78,66.94,1270661
4230,2023-01-05,66.52,68.29,66.27,68.12,2471156
4229,2023-01-04,66.02,66.52,65.94,66.52,1090697
4228,2023-01-03,64.17,65.85,63.92,65.85,1496887
4227,2022-12-30,65.43,65.43,63.84,63.84,1199657
4226,2022-12-29,64.93,65.6,64.59,64.59,1330412
4225,2022-12-28,64.34,65.43,64.26,64.59,1189135
4224,2022-12-27,64.43,65.43,63.76,64.26,1587728
4223,2022-12-26,64.09,65.1,63.67,63.76,1658620
4222,2022-12-23,64.68,65.6,63.92,63.92,1562595
4221,2022-12-22,66.52,66.69,64.59,64.59,1588107
4220,2022-12-21,65.68,66.42,65.52,65.68,2306984
4219,2022-12-20,63.7,65.68,63.37,64.86,3031345
4218,2022-12-19,64.69,64.69,63.46,63.46,2425078
4217,2022-12-16,64.03,64.94,63.95,64.28,3003287
4216,2022-12-15,63.87,65.27,63.7,63.95,2596282
4215,2022-12-14,65.44,65.44,63.87,63.87,3523110
4214,2022-12-13,64.78,65.44,63.62,64.28,3611310
4213,2022-12-12,66.18,67.5,64.61,64.69,3144784
4212,2022-12-09,66.75,67.41,65.93,65.93,2409728
4211,2022-12-08,68.4,69.23,66.75,66.75,1597948
4210,2022-12-07,68.4,69.47,67.41,67.99,1840655
4209,2022-12-06,70.05,70.13,67.99,67.99,1396651
4208,2022-12-05,69.31,70.54,69.31,70.05,2067794
4207,2022-12-02,67.83,69.23,67.58,69.23,2523394
4206,2022-12-01,67.25,68.32,67.25,67.91,2218159
4205,2022-11-30,68.4,68.4,67.17,68.24,1996463
4204,2022-11-29,67.0,68.65,66.34,68.4,2405600
4203,2022-11-28,67.58,68.73,67.33,67.33,2300555
4202,2022-11-25,67.0,68.15,66.75,67.74,2597228
4201,2022-11-24,65.11,66.92,65.02,66.92,2883664
4200,2022-11-23,65.52,65.68,64.53,65.44,773770
4199,2022-11-22,63.87,66.09,63.79,65.52,2282682
4198,2022-11-21,63.46,64.2,63.37,64.2,1788236
4197,2022-11-18,63.46,64.12,62.39,63.46,2230809
4196,2022-11-17,63.29,64.53,61.89,62.63,2600851
4195,2022-11-16,62.22,64.94,60.82,61.4,3544510
4194,2022-11-15,65.11,65.44,63.05,63.46,2090963
4193,2022-11-14,64.28,67.58,62.72,65.11,2597912
4192,2022-11-11,65.02,66.26,64.61,64.61,1565416
4191,2022-11-10,66.67,66.75,63.46,64.61,2639743
4190,2022-11-09,67.58,67.74,65.93,66.67,2702165
4189,2022-11-08,67.74,67.91,65.6,67.91,2303484
4188,2022-11-07,66.01,67.74,65.93,67.74,2640530
4187,2022-11-04,65.85,66.75,64.28,65.93,2910873
4186,2022-11-03,64.28,66.51,64.28,65.93,1279244
4185,2022-11-02,66.09,66.18,64.53,64.53,1831325
4184,2022-11-01,64.69,67.99,64.69,66.09,3182949
4183,2022-10-31,64.03,64.69,63.7,64.69,1573511
4182,2022-10-28,64.69,64.78,64.03,64.28,1440253
4181,2022-10-27,62.63,64.69,62.63,64.69,2285350
4180,2022-10-26,62.63,62.96,62.3,62.63,825157
4179,2022-10-25,61.07,63.29,61.07,62.63,1658734
4178,2022-10-24,63.62,63.62,60.98,60.98,1579414
4177,2022-10-21,63.87,64.61,63.05,63.46,2098990
4176,2022-10-20,63.13,63.87,62.47,63.87,2291524
4175,2022-10-19,62.72,63.29,62.72,63.13,1038904
4174,2022-10-18,61.81,63.46,61.56,63.05,3138948
4173,2022-10-17,60.82,61.89,60.74,61.07,1681156
4172,2022-10-14,60.98,61.4,60.74,60.98,1437871
4171,2022-10-13,58.51,60.82,58.35,60.82,3172239
4170,2022-10-12,58.1,59.09,57.77,59.01,1274959
4169,2022-10-11,58.1,58.92,57.36,57.85,1719285
4168,2022-10-10,56.45,58.92,55.55,58.1,1663239
4167,2022-10-07,57.11,58.76,54.8,57.52,2686766
4166,2022-10-06,58.76,58.84,57.69,57.69,1503513
4165,2022-10-05,58.51,59.34,58.51,59.01,1494257
4164,2022-10-04,59.17,59.17,57.69,58.43,1632502
4163,2022-10-03,59.25,59.75,58.51,58.51,2040145
4162,2022-09-30,59.25,60.41,59.25,59.58,2346199
4161,2022-09-29,60.08,60.57,59.5,59.91,2034120
4160,2022-09-28,59.34,60.16,58.43,59.17,2146817
4159,2022-09-27,61.4,61.73,59.58,59.67,2416742
4158,2022-09-26,62.47,62.8,60.74,60.98,3387326
4157,2022-09-23,63.46,63.7,63.05,63.21,1399756
4156,2022-09-22,63.13,63.54,62.63,63.37,1034545
4155,2022-09-21,62.39,63.95,62.3,63.37,2480307
4154,2022-09-20,62.06,62.8,62.06,62.47,1140495
4153,2022-09-19,62.3,62.39,61.73,61.97,1419408
4152,2022-09-16,61.56,62.63,61.31,62.63,2310120
4151,2022-09-15,61.07,61.97,61.07,61.4,1210034
4150,2022-09-14,61.73,61.81,60.82,60.98,2040943
4149,2022-09-13,61.97,62.63,61.97,62.39,1561638
4148,2022-09-12,62.63,62.8,62.06,62.06,1391890
4147,2022-09-09,62.55,63.05,62.22,62.55,1188500
4146,2022-09-08,62.63,63.05,61.97,62.39,1351100
4145,2022-09-07,64.12,64.12,62.39,62.39,2916400
4144,2022-09-06,63.87,65.11,63.7,64.12,2649000
4143,2022-09-05,62.22,64.12,62.22,63.87,3169400
4142,2022-08-31,62.55,62.96,62.22,62.22,1657100
4141,2022-08-30,62.22,62.96,62.22,62.63,2234900
4140,2022-08-29,62.72,62.88,62.14,62.22,3311500
4139,2022-08-26,64.12,64.36,62.8,63.37,2463000
4138,2022-08-25,64.2,64.53,63.46,64.2,2182100
4137,2022-08-24,62.47,64.53,62.47,64.03,5443600
4136,2022-08-23,60.74,62.55,60.66,62.47,4551200
4135,2022-08-22,61.07,61.64,60.74,60.74,2071700
4134,2022-08-19,60.49,61.4,60.08,61.07,5225600
4133,2022-08-18,59.83,60.66,59.83,60.49,4230600
4132,2022-08-17,59.17,59.83,59.09,59.83,1316400
4131,2022-08-16,59.17,59.67,59.09,59.17,1688300
4130,2022-08-15,59.34,59.34,58.76,58.92,2525800
4129,2022-08-12,58.51,59.25,58.51,59.25,1796100
4128,2022-08-11,59.83,59.83,58.27,58.6,3884600
4127,2022-08-10,59.34,59.83,59.34,59.75,1544800
4126,2022-08-09,59.5,59.67,59.34,59.34,2129800
4125,2022-08-08,59.75,59.75,59.42,59.5,2795800
4124,2022-08-05,60.41,60.49,59.83,59.83,2135400
4123,2022-08-04,60.49,60.49,60.0,60.41,1720600
4122,2022-08-03,60.0,60.57,59.75,60.49,3134700
4121,2022-08-02,60.49,61.15,59.91,60.49,2600900
4120,2022-08-01,60.0,60.57,59.5,60.57,2527600
4119,2022-07-29,59.91,60.66,59.67,60.0,2582800
4118,2022-07-28,59.75,60.0,59.58,59.83,1219400
4117,2022-07-27,59.34,59.83,59.17,59.5,789500
4116,2022-07-26,60.08,60.16,59.17,59.34,1154000
4115,2022-07-25,59.34,60.08,59.17,60.08,1242600
4114,2022-07-22,60.33,60.33,59.34,59.34,712300
4113,2022-07-21,59.75,60.66,59.5,60.33,1720500
4112,2022-07-20,60.33,60.66,60.0,60.16,1167800
4111,2022-07-19,59.34,60.08,59.01,60.0,1530100
4110,2022-07-18,59.34,59.5,58.92,59.09,1106700
4109,2022-07-15,59.67,60.16,59.01,59.01,1475000
4108,2022-07-14,59.58,60.33,59.5,59.67,982300
4107,2022-07-13,60.33,60.66,59.67,59.75,1423500
4106,2022-07-12,60.16,60.9,59.83,60.41,976100
4105,2022-07-11,59.5,61.56,59.34,60.16,2556900
4104,2022-07-08,60.16,60.41,59.75,60.16,1704200
4103,2022-07-07,58.27,60.16,57.69,60.16,3049600
4102,2022-07-06,58.51,58.92,57.28,58.27,2360100
4101,2022-07-05,59.98,60.06,58.15,58.23,2590800
4100,2022-07-04,58.94,60.38,58.78,59.82,3139300
4099,2022-07-01,57.59,58.86,57.35,58.7,2859000
4098,2022-06-30,57.59,59.58,57.51,57.51,3582600
4097,2022-06-29,56.23,57.91,56.23,57.59,1941000
4096,2022-06-28,56.23,57.91,55.84,56.39,3037200
4095,2022-06-27,57.19,57.43,55.99,56.63,1804300
4094,2022-06-24,56.55,58.07,56.47,56.95,1684400
4093,2022-06-23,56.23,57.35,55.76,56.31,1103100
4092,2022-06-22,58.23,58.46,56.23,56.23,2214000
4091,2022-06-21,55.12,58.78,54.8,58.7,4839300
4090,2022-06-20,52.89,55.52,52.89,54.96,2588200
4089,2022-06-17,53.29,54.64,51.93,53.13,2502800
4088,2022-06-16,51.85,54.4,51.77,54.16,2215500
4087,2022-06-15,52.65,52.97,51.38,51.38,2680600
4086,2022-06-14,52.17,53.76,52.09,52.65,1393200
4085,2022-06-13,54.48,54.48,52.73,52.89,2379700
4084,2022-06-10,55.76,55.92,55.36,55.36,1483300
4083,2022-06-09,56.55,56.63,55.92,55.92,1045100
4082,2022-06-08,56.31,56.87,56.31,56.55,1698600
4081,2022-06-07,55.99,56.31,55.76,56.23,1322200
4080,2022-06-06,55.92,56.71,55.76,56.39,1432000
4079,2022-06-03,56.55,56.79,55.76,55.99,1052800
4078,2022-06-02,57.35,57.35,56.39,56.63,1487800
4077,2022-06-01,56.95,57.83,56.79,57.27,1229600
4076,2022-05-31,57.43,57.67,57.11,57.11,2058700
4075,2022-05-30,58.07,58.07,57.35,57.75,2124400
4074,2022-05-27,56.79,58.38,56.31,58.15,3456900
4073,2022-05-26,57.27,57.27,56.31,56.79,1530800
4072,2022-05-25,54.88,57.59,54.88,57.27,2362100
4071,2022-05-24,53.13,54.88,52.97,54.88,2033000
4070,2022-05-23,54.56,54.72,52.73,52.81,2022200
4069,2022-05-20,54.96,55.68,54.16,54.24,1296200
4068,2022-05-19,55.36,55.76,54.96,54.96,1449400
4067,2022-05-18,55.76,56.15,55.36,55.99,1983200
4066,2022-05-17,52.25,55.76,51.93,55.76,2105100
4065,2022-05-16,53.05,53.84,52.33,52.41,1977800
4064,2022-05-13,53.37,54.0,52.49,52.65,4590600
4063,2022-05-12,55.6,55.6,52.97,52.97,3189100
4062,2022-05-11,56.23,56.63,55.36,55.36,1793700
4061,2022-05-10,55.76,57.27,55.76,56.23,3106500
4060,2022-05-09,55.92,56.95,55.44,55.76,2392100
4059,2022-05-06,56.87,57.03,55.36,55.92,2109800
4058,2022-05-05,58.3,58.3,56.95,57.43,1548200
4057,2022-05-04,59.1,59.26,57.75,57.75,1763900
4056,2022-04-29,59.26,59.74,58.94,59.1,1630100
4055,2022-04-28,59.66,59.66,58.78,59.18,1911000
4054,2022-04-27,59.9,60.38,58.7,59.74,1826000
4053,2022-04-26,58.54,60.53,56.47,60.46,3883000
4052,2022-04-25,60.53,60.77,58.15,58.54,2659800
4051,2022-04-22,60.3,60.93,60.14,60.46,2800400
4050,2022-04-21,59.98,60.93,59.74,59.74,4615600
4049,2022-04-20,60.53,61.09,60.22,60.22,1931100
4048,2022-04-19,61.41,61.89,60.53,60.53,1670200
4047,2022-04-18,60.93,62.05,60.85,61.33,2564300
4046,2022-04-15,60.93,61.81,60.53,60.93,1362400
4045,2022-04-14,61.73,62.13,60.77,60.77,1810200
4044,2022-04-13,61.17,62.53,61.09,61.49,2118800
4043,2022-04-12,61.57,61.97,60.93,61.17,1776300
4042,2022-04-08,62.53,63.0,61.57,61.57,2738300
4041,2022-04-07,63.64,63.72,62.53,62.53,1760300
4040,2022-04-06,63.72,64.68,63.0,63.16,4306700
4039,2022-04-05,65.15,65.15,64.04,64.04,2202100
4038,2022-04-04,65.31,65.71,64.92,65.47,3808700
4037,2022-04-01,64.52,65.87,63.96,65.08,6112000
4036,2022-03-31,60.69,64.52,60.53,64.44,9645800
4035,2022-03-30,60.14,61.01,59.82,60.69,3413800
4034,2022-03-29,58.54,60.14,58.54,60.14,2139300
4033,2022-03-28,59.98,60.22,58.46,58.46,4038700
4032,2022-03-25,60.22,60.38,59.82,59.9,2699500
4031,2022-03-24,60.53,60.61,59.9,60.22,3389800
4030,2022-03-23,61.17,61.33,60.46,60.61,3226000
4029,2022-03-22,62.05,62.05,61.17,61.25,2390200
4028,2022-03-21,60.53,62.05,60.53,61.81,1884100
4027,2022-03-18,61.01,61.33,60.53,60.53,4233000
4026,2022-03-17,61.81,61.97,60.85,60.85,1354400
4025,2022-03-16,61.49,62.13,61.33,61.57,1850400
4024,2022-03-15,61.33,61.73,60.77,61.49,1482600
4023,2022-03-14,62.13,62.13,61.25,61.49,1654700
4022,2022-03-11,61.49,62.53,61.41,62.13,2322900
4021,2022-03-10,60.53,62.05,60.53,61.41,2971800
4020,2022-03-09,60.53,61.17,59.74,59.82,3003700
4019,2022-03-08,60.77,60.93,60.53,60.61,2383000
4018,2022-03-07,62.05,62.05,61.09,61.17,3530800
4017,2022-03-04,62.45,62.45,61.97,62.05,2511600
4016,2022-03-03,62.69,62.92,62.29,62.45,1486600
4015,2022-03-02,63.08,63.08,62.13,62.53,2037100
4014,2022-03-01,62.45,63.24,62.29,63.08,1273100
4013,2022-02-28,62.84,62.92,61.97,62.45,2258900
4012,2022-02-25,62.92,63.32,62.84,62.84,1347700
4011,2022-02-24,63.72,63.72,62.53,62.61,2723500
4010,2022-02-23,63.72,64.12,63.56,63.72,2200300
4009,2022-02-22,64.44,64.52,63.48,63.72,3204500
4008,2022-02-21,64.44,65.0,64.44,64.52,1280600
4007,2022-02-18,63.8,64.36,63.8,64.2,1808100
4006,2022-02-17,64.12,64.68,64.04,64.36,1787700
4005,2022-02-16,64.68,64.76,63.96,64.04,2825100
4004,2022-02-15,64.6,64.92,64.52,64.68,1465300
4003,2022-02-14,64.92,65.31,64.52,64.6,2971800
4002,2022-02-11,65.71,65.79,65.23,65.31,1624600
4001,2022-02-10,65.95,66.35,65.55,65.87,1612500
4000,2022-02-09,65.31,66.67,65.31,65.95,1799300
3999,2022-02-08,66.43,66.51,65.31,65.31,2708900
3998,2022-02-07,66.27,66.91,66.03,66.51,1324200
3997,2022-01-28,66.11,67.07,65.95,66.19,2257400
3996,2022-01-27,63.8,66.43,63.8,66.19,2039000
